Version	Nom	Description	Url
0.0.2.7	AstroTargetSelector ALPHA – A NE PAS DIFFUSER	!! Désinstaller la version précédente avant de réinstaller la nouvelle.\nC’est la dernière fois ;) Les versions suivantes mettrons à jour directement !!\nReleases note :\n\n- Création d’un nouvel installeur.\n- Intégration des fichiers de configuration dans l’installeur\n- Correction de quelques bugs mineurs\n- Implémentation du serveur FTP de téléchargement des fichiers de configuration\n- Vérification de la présence de mise à jour au démarrage de l’application\n- Modification du champ FichierSource dans les logs	https://github.com/Juani005999/AstroTargetSelector_Config/blob/8662e401431bcb8bf82d31592f07f1c0c657f2ee/AstroTargetSelector_ALPHA_0027.msi
