Version	Nom	Description	Url
0.1.0.2	AstroTargetSelector BETA 0.1.0.2	Version 0.1.0.2\nPour mettre à jour, il vous suffit de cliquer sur le lien « AstroTargetSelector » ci-dessous. Pas besoin de désinstaller la version précédente, c’est automatique.\n\nRelease Note :\n\n- Merci à @Andere Wereld :\nCorrection de bug : Mauvaise prise en compte des formats internationaux lors de la lecture des données dans le fichier de configuration des objets célestes.\n\n- Merci à @Kikias Ballot, @Maxime Goyard et Yann Brelivet\nAjout ou modification de capteurs dans le fichier de configuration des capteurs.\nIntégration de ce nouveau fichier de configuration dans l’installeur.\n\n- Ajout de données complémentaires dans les logs lors d’une erreur	https://github.com/AstrAuDobson/Astro-Target-Selector/blob/main/BETA/AstroTargetSelector_BETA_0102.msi
