Version	Nom	Description	Url
0.2.0.3	AstroTargetSelector BETA 0.2.0.3	Version 0.2.0.3\nPour mettre à jour, il vous suffit de cliquer sur le lien « AstroTargetSelector » ci-dessous. Pas besoin de désinstaller la version précédente, c’est automatique.\n\nRelease Note :\n\n- Merfi à @Maxime Goyard :\nMofification du lifélé du boufon « Mofifier ».\n\n- Ajout d’une fonctionnalité : Afficher l’objet dans Stellarium :)\nCette fonctionnalité nécessite la configuration du plugin « Contrôle à Distance » dans Stellarium.\nDes explications vous seront fournis dans le groupe FB.\n !! Attention !!, nous avons détecté une régression dans Stellarium et cette fonctionnalité n’est pas disponible pour les versions 0.22.X de Stellarium. Nous vous conseillons les versions 0.21.X maximum.	https://github.com/AstrAuDobson/Astro-Target-Selector/blob/main/BETA/AstroTargetSelector_BETA_0203.msi
