Version	Nom	Description	Url
0.3.0.3	AstroTargetSelector BETA 0.3.0.3	Version 0.3.0.3\nPour mettre à jour, il vous suffit de cliquer sur le lien « AstroTargetSelector » ci-dessous. Pas besoin de désinstaller la version précédente, c’est automatique.\n\nRelease Note :\n\n- Merci à @Kilkias Ballot et @Mickaelle Nobilet :\nAjout d’une fonctionnalité : Afficher l’objet dans Cartes du Ciel.\nPas de problème de version … je dis ca je dis rien, hein Messieurs Dames de Stellarium :p\n\n- Merci à @Jojo SbrCoach:\nCorrection du tri de la liste pour les données de type Coordinate.\nModification des TabIndex et TabStop dans le panneau d’information d’un objet.\n\n- Correction mineure :\nPassage des messages d’erreur de saisie du type error à warning dans les paramètres.	https://github.com/AstrAuDobson/Astro-Target-Selector/blob/main/BETA/AstroTargetSelector_BETA_0303.msi
