Version	Nom	Description	Url
0.0.3.0	AstroTargetSelector ALPHA – A NE PAS DIFFUSER	Release notes :\n\n- Mise à jour du fichier de configuration des Capteurs et intégration de ce fichier de configuration dans l’installeur	https://github.com/AstrAuDobson/Astro-Target-Selector/blob/main/ALPHA/AstroTargetSelector_ALPHA_0031.msi
